name,url,price,Tốc độ CPU,CPU,Tốc độ BUS,Loại CPU,Tốc độ tối đa,Hãng CPU,Bộ nhớ đệm,Tên đầy đủ (CPU),Số luồng,Số lõi,RAM,Loại RAM,Số khe cắm rời,Tốc độ RAM,Dung lượng nâng cấp tối đa,Số RAM onboard,Tên đầy đủ (RAM),Số khe RAM còn lại,Màn hình cảm ứng,Công nghệ màn hình,Màn hình,Độ phân giải,Tần số quét,Loại cảm ứng,Tấm nền,Tên đầy đủ (Màn hình),Độ tương phản,Độ sáng,Tỷ lệ màn hình,Độ phủ màu,Kiểu màn hình,Card đồ họa,Card rời,Có Card rời,Có Card onbroad,Hãng (Card onbroad),Model (Card onbroad),Model (Card rời),Xung nhịp tối đa (Card onbroad),Xung nhịp (Card onbroad),Đồ họa,Xung nhịp (Card rời),Xung nhịp tối đa (Card rời),Card onbroad,Bộ nhớ đồ họa (Card rời),Kiểu bộ nhớ,Hãng (Card rời),Tên đầy đủ (Card rời),Tổng số khe cắm SSD/HDD,Tốc độ đọc/ghi,Tốc độ quay HDD,Có SSD,Số khe SSD/HDD còn lại,Dung Lượng HDD,Ổ cứng,Dung lượng SSD,Kiểu HDD,Chuẩn M2,Kiểu SSD,Có HDD,Hỗ trợ công nghệ Optane,Khe đọc thẻ nhớ,Bluetooth,Số cổng Gigabit Ethernet,Số cổng HDMI,Số cổng VGA,Wireless,Số cổng Type-C,Số cổng USB 2.0,Webcame,Số cổng 3.5 mm headphone/speaker jack,Số cổng DC-in jack,Số cổng USB 3.0,Số cổng Thunderbolt,Số cổng Card reader,Senser,Công nghệ âm thanh,Số Loa,Nhận diện khuôn mặt,Mở khóa vân tay (Finger Print),Mật khẩu,Ổ đĩa quang,Loại ổ đĩa quang,Bàn phím số,Công nghệ đèn bàn phím,Kiểu bàn phím,TouchPad,Loại đèn bàn phím,Màu đèn LED,PIN có thể tháo rời,Loại PIN,PIN (Cell),Power Supply,Type,Version,Hệ điều hành,Chất liệu mặt bên ngoài cùng,Chất liệu khung màn hình,Width (mm),Tản nhiệt,Height (mm),Bản lề (Hinge / Kickstand),Trọng lượng (kg),Chất liệu mặt lưng,Kích thước (mm),Chất liệu mặt bàn phím + kê tay,Model Series,PN,Thời gian bảo hành,Xuất xứ,Năm ra mắt,Phụ kiện kèm theo (bút / bàn phím/ cáp chuyển…)
Dell Inspiron N5301 i7 1165G7,dell-inspiron-n5301-i7-1165g7,24890000.0,2.80 GHz,Core i7,4 GT/s,1165G7,4.70 GHz,Intel,12 MB Smart Cache,Intel Core i7-1165G7,8,4,8 GB,LPDDR4,0,4266 MHz,8 GB,1,8 GB LPDDR4,0,Không,WVA Anti-glare LED Backlit Narrow Border,"13.3""",1920 x 1080 Pixel,60 Hz,Không,WVA,"13.3"" Anti-glare LED-backlit",600:1,300 nits,16:10,96% sRGB,LED,GeForce MX350 2GB,GeForce Series,Có,Có,Intel,Iris Xe,MX350,1300 MHz,Đang cập nhật,Intel Iris Xe Graphics,Đang cập nhật,Đang cập nhật,Iris Xe Graphics,2 GB,GDDR5,NVIDIA,NVIDIA GeForce MX350 2 GB,2,Đang cập nhật,Không,Có,1,Không,SSD 512 GB,512 GB,Không,2280,M2. PCIe,Không,Có,MicroSD,v5.0,0,1,0,802.11 ac,1,0,RGB HD Camera,1,1,2,0,1,FingerPrint,Realtek High Definition Audio,2,Không,Có,Có,Không,Không,Không,Đơn sắc,English International Backlit Keyboard,Multi-touch touchpad,LED,White,Không,Lithium-ion,3 Cell,65 W,64 bit,Home Single Language,Windows 10,Nhựa,Nhựa,306,1 quạt,13.9,Bản lề đôi,1.23,Nhựa,203.19,Nhựa,Dell Inspiron,70232601,12 Tháng,Trung Quốc,2020,"Sạc, sách HDSD"
Dell Vostro V5502 i5 1135G7,dell-vostro-v5502-i5-1135g7,18690000.0,2.40 GHz,Core i5,4 GT/s,1135G7,4.20 GHz,Intel,8 MB Smart Cache,Intel Core i5-1135G7,8,4,8 GB,DDR4,2,3200 MHz,32 GB,0,8 GB DDR4 3200 MHz,1,Không,WVA Anti-glare LED Backlit Narrow Border,"15.6""",1920 x 1080 Pixel,60 Hz,Không,WVA,"15.6"" Anti-glare LED-backlit",600:1,220 nits,16:10,72% NTSC,LED,Intel Iris Xe Graphics,Không,Không,Có,Intel,Iris Xe,Không,1300 MHz,Đang cập nhật,Intel Iris Xe Graphics,Không,Không,Iris Xe Graphics,Không,Không,Không,Không,2,Đang cập nhật,Không,Có,1,Không,SSD 256 GB,256 GB,Không,2280,M2. PCIe,Không,Có,MicroSD,v5.0,1,1,0,802.11 ac,1,0,RGB HD Camera,1,1,2,0,1,FingerPrint,Realtek High Definition Audio,2,Không,Có,Có,Không,Không,Có,Đơn sắc,English International Backlit Keyboard,Multi-touch touchpad,LED,White,Không,Lithium-ion,3 Cell,45 W,64 bit,Home Single Language,Windows 10,Nhôm,Nhựa,343.2,1 quạt,17.9,Bản lề đôi,1.7,Nhôm,234,Nhựa,Dell Vostro,70231340,12 Tháng,Trung Quốc,2020,"Sạc, sách HDSD"
Dell Vostro V5502A i7 1165G7,dell-vostro-v5502a-i7-1165g7,25590000.0,1.80 GHz,Core i7,Đang cập nhật,1165G7,4.90 GHz,Intel,12 MB Smart Cache,Intel Core i7-1165G7,8,4,16 GB,DDR4,2,3200 MHz,32 GB,0,16 GB DDR4 3200 MHz,1,Không,WVA Anti-glare LED Backlit Narrow Border,"15.6""",1920 x 1080 Pixel,60 Hz,Không,WVA,"15.6"" Anti-glare LED-backlit",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,LED,GeForce MX230 2GB,GeForce Series,Có,Có,Intel,Iris Xe,MX330,Đang cập nhật,Đang cập nhật,Intel Iris Xe Graphics,Đang cập nhật,Đang cập nhật,Iris Xe Graphics,2 GB,GDDR5,NVIDIA,NVIDIA GeForce MX330 2 GB,2,Đang cập nhật,Không,Có,1,Đang cập nhật,SSD 512 GB,512 GB,Đang cập nhật,Đang cập nhật,M2. PCIe,Không,Đang cập nhật,MicroSD card reader,v5.0,1,1,0,802.11 ac,1,0,RGB HD Camera,1,1,2,0,1,FingerPrint,Realtek ALC3204,2,Không,Có,Có,Không,Không,Có,Đơn sắc,QWERTY,Đang cập nhật,LED,Đang cập nhật,Không,Lithium-ion,3 Cell,Đang cập nhật,64 bit,Home Single Language,Windows 10,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,1.7,Đang cập nhật,Đang cập nhật,Đang cập nhật,Dell Vostro,P102G002V5502A,12 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD"
Asus Zenbook UX425EA-BM066T/i5-1135G7,asus-zenbook-ux425ea-bm066t-i5-1135g7,22990000.0,2.40 GHz,Core i5,Đang cập nhật,1135G7,4.20 GHz,Intel,8 MB Smart Cache,Intel Core i5-1135G7,8,4,8 GB,LPDDR4X,0,4266 MHz,Không,1,Đang cập nhật,0,Không,LED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Không,IPS,"14.0"" LED-backlit",400:1,300 nits,16:09,100% sRGB,LED,Intel Iris Xe Graphics,Không,Không,Có,Intel,Iris Xe,Không,1300 MHz,400 MHz,Intel Iris Xe Graphics,Không,Không,Iris Xe Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,Không,Không,M2. PCIe,Không,Không,Không,v5.0,0,1,0,802.11 a/b/g,1,1,HD Web Camera,1,1,1,0,1,Không,Harman Kardon speakers,2,Có,Không,Có,Không,Không,Không,Đơn sắc,Backlit Chiclet Keyboard,Đang cập nhật,LED,White,Không,Lithium-ion,4 Cell,65 W,64 bit,Home Single Language,Windows 10,Nhôm,Nhôm,304.1,2 quạt,20.29,Bản lề nâng,1.17,Nhôm,196.5,Nhôm,Asus ZenBook,90NB0SM2-M00960,24 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
MSI Modern 14 B11MO-004VN/i5-1135G7,msi-modern-14-b11mo-004vn-i5-1135g7,17990000.0,2.40 GHz,Core i5,Đang cập nhật,1135G7,4.20 GHz,Intel,8 MB L3 Cache,Intel Core i5-1135G7,8,4,8 GB,DDR4,1,3200 MHz,32 GB,0,8 GB DDR4 3200 MHz,0,Không,Đang cập nhật,"14.0""",1920 x 1080 Pixel,60 Hz,Không,IPS,Đang cập nhật,Đang cập nhật,Đang cập nhật,16:09,45% NTSC,LED,Intel Iris Xe Graphics,Không,Không,Có,Intel,Iris Xe,Không,Đang cập nhật,Đang cập nhật,Intel Iris Xe Graphics,Đang cập nhật,Đang cập nhật,Iris Xe Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,Không,2280,M2. PCIe,Không,Không,MicroSD,v5.1,0,1,0,802.11 ax Wi-Fi 6,1,0,720p FaceTime HD camera,1,0,2,1,1,Không,Đang cập nhật,2,Không,Không,Có,Không,Không,Không,Đơn sắc,Backlit Keyboard,Multi-touch touchpad,LED,White,Không,Lithium-Polymer,3 Cell,65 W,64 bit,Home Single Language,Windows 10,Kim Loại,Kim loại,319,1 quạt,16.9,Bản lề đôi,1.3,Kim loại,219,Kim loại,MSI Content Creation,004VN,12 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
MSI Leopard Gaming GL65 10SEK-235VN/i7-10750H,msi-leopard-gl65-10sek-235vn-i7-10750h,35990000.0,2.60 GHz,Core i7,Đang cập nhật,10750H,5.00 GHz,Intel,12 MB Smart Cache,Intel Core i7-10750H,12,6,16 GB,DDR4,2,2666 MHz,64 GB,0,16 GB DDR4 2666 MHz,0,Không,Đang cập nhật,"15.6""",1920 x 1080 Pixel,144 Hz,Không,IPS,Đang cập nhật,Đang cập nhật,Đang cập nhật,16:09,72% NTSC,LED,GeForce RTX 2060 6GB,GeForce Series,Có,Có,Intel,Đang cập nhật,RTX 2060,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,HD Graphics,6 GB,GDDR6,NVIDIA,NVIDIA GeForce RTX 2060 6 GB,1,Đang cập nhật,Không,Có,1,Không,SSD 1 TB,1 TB,Không,Đang cập nhật,M2. PCIe,Không,Không,1x SD (XC/HC),v5.1,1,1,0,802.11 ax Wi-Fi 6,1,0,720p FaceTime HD camera,1,0,3,0,1,Không,Đang cập nhật,2,Không,Không,Có,Không,Không,Có,SRGB,Đang cập nhật,Multi-touch touchpad,LED,Đang cập nhật,Không,Lithium-Polymer,6 Cell,Đang cập nhật,64 bit,Home Single Language,Windows 10,Kim loại và nhựa,Kim loại,357,Cooler Boost,27.5,Bản lề đôi,2.3,Kim loại,248,Kim loại,MSI GL,235VN,24 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
Asus Vivobook X509MA-BR338T/N5030,asus-vivobook-x509ma-br338t-n5030,7990000.0,1.10 GHz,Pentium,2400 MHz,N5030,3.10 GHz,Intel,4 MB Cache,Intel Pentium N5030,4,4,4 GB,DDR4,0,2400 MHz,4 GB,1,4 GB DDR4 2400 MHz,0,Không,Anti-glare LED-backlit,"15.6""",1366 x 768 Pixel,60 Hz,Không,Đang cập nhật,"15.6"" Anti-glare LED-backlit",Đang cập nhật,200 nits,16:09,45% NTSC,LED,Intel UHD Graphics,Không,Không,Có,Intel,605,Không,Đang cập nhật,Đang cập nhật,Intel UHD Graphics 605,Đang cập nhật,Đang cập nhật,UHD Graphics,Không,Đang cập nhật,Không,Không,Đang cập nhật,Đang cập nhật,Đang cập nhật,Có,Đang cập nhật,Không,SSD 256 GB,256 GB,Không,Đang cập nhật,M2. PCIe,Không,Không,MicroSD,v4.1,0,1,0,802.11 ac,1,2,Không,1,0,0,0,1,FingerPrint,ASUS SonicMaster stereo,2,Không,Có,Có,Không,Không,Có,Đang cập nhật,Chiclet Keyboard,Đang cập nhật,Không,Không,Không,Lithium-ion,2 Cell,Đang cập nhật,64 bit,Home,Windows 10,Nhựa,Nhựa,360,Đang cập nhật,22.9,Bản lề đôi,1.7,Nhựa,235,Nhựa,Asus VivoBook,90NB0Q31-M06620,24 Tháng,Trung Quốc,2020,"Sạc, sách HDSD, chuột"
Asus Vivobook A415EA-EB357T/i5-1135G7,asus-vivobook-a415ea-eb357t-i5-1135g7,17290000.0,2.40 GHz,Core i5,Đang cập nhật,1135G7,4.20 GHz,Intel,8 MB Smart Cache,Intel Core i5-1135G7,8,4,8 GB,DDR4,0,Đang cập nhật,8 GB,1,Đang cập nhật,0,Không,Anti-glare LED-backlit,"14.0""",1920 x 1080 Pixel,Đang cập nhật,Không,IPS,"14.0"" Anti-glare LED-backlit",Đang cập nhật,250 nits,16:09,45% NTSC,LED,Intel Iris Xe Graphics,Không,Không,Có,Intel,Iris Xe,Không,Đang cập nhật,Đang cập nhật,Intel Iris Xe Graphics,Đang cập nhật,Đang cập nhật,Iris Xe Graphics,Không,Đang cập nhật,Không,Không,Đang cập nhật,Đang cập nhật,Đang cập nhật,Có,Đang cập nhật,Không,SSD 512 GB,512 GB,Không,Đang cập nhật,M2. PCIe,Không,Không,MicroSD,v5.0,0,1,0,802.11 ax,1,2,Đang cập nhật,1,0,0,0,1,FingerPrint,ASUS SonicMaster stereo,2,Không,Có,Có,Không,Không,Không,Đang cập nhật,Chiclet Keyboard,Hỗ trợ đa cử chỉ,Không,Không,Không,Lithium-ion,3 Cell,42 W,64 bit,Home,Windows 10,Kim Loại,Nhựa,324,Đang cập nhật,17.9,Đang cập nhật,1.35,Nhựa,214,Nhựa,Asus VivoBook,90NB0RLB-M05320,24 Tháng,Trung Quốc,2020,"Sạc, sách HDSD, chuột"
Asus Zenbook UX325EA-EG079T/i5-1135G7,asus-zenbook-ux325ea-eg079t-i5-1135g7,21390000.0,2.40 GHz,Core i5,4 GT/s,1135G7,4.20 GHz,Intel,8 MB Smart Cache,Intel Core i5-1135G7,8,4,8 GB,LPDDR4X,0,3200 MHz,8 GB,1,8 GB DDR4 3200 MHz,0,Không,Anti-glare LED-backlit,"13.3""",1920 x 1080 Pixel,60 Hz,Không,IPS,"13.3"" Anti-glare LED-backlit",Đang cập nhật,300 nits,16:09,100% sRGB,LED,Intel Iris Xe Graphics,Không,Không,Có,Intel,Iris Xe,Không,1300 MHz,400 MHz,Intel Iris Xe Graphics,Không,Không,Iris Xe Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 256 GB,256 GB,Không,2280,M2. PCIe,Không,Đang cập nhật,MicroSD card,v5.0,0,1,0,802.11 ax,0,0,HD Web Camera,Đang cập nhật,Đang cập nhật,1,2,1,IR 3D,Harman Kardon speakers,2,Có,Không,Có,Không,Không,Không,Đang cập nhật,Backlit Keyboard,Đang cập nhật,LED,Đang cập nhật,Không,Lithium-Polymer,4 Cell,65 W,64 bit,Home,Windows 10,Nhôm,Nhôm,304.1,Đang cập nhật,13.9,Ergolift,1.1,Nhôm,203.19,Nhôm,Asus ZenBook,UX325EA-EG079T,24 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
Dell XPS 13 9310 i5 1135G7,dell-xps-13-9310-i5-1135g7,40990000.0,2.40 GHz,Core i5,4 GT/s,1135G7,4.20 GHz,Intel,8 MB Smart Cache,Intel Core i5-1135G7,8,4,8 GB,LPDDR4,0,4266 MHz,8 GB,1,8 GB LPDDR4,0,Có,LED-backlit,"13.4""",1920 x 1080 Pixel,60 Hz,Đa điểm,WVA,15.6'' WVA Anti-glare LED Backlit Narrow Border,800:1,400 nits,16:10,100% sRGB,LED,Intel Iris Xe Graphics,Không,Không,Có,Intel,Iris Xe,Không,1300 MHz,Đang cập nhật,Intel Iris Xe Graphics,Không,Không,Iris Xe Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 256 GB,256 GB,Không,2280,M2. PCIe,Không,Không,MicroSD,v5.1,0,0,0,802.11 ax,1,0,RGB HD Camera,1,0,0,2,1,FingerPrint,Realtek High Definition Audio,2,Không,Có,Có,Không,Không,Không,Đơn sắc,Backlit Keyboard,Multi-touch touchpad,LED,White,Không,Lithium-ion,4 Cell,45 W,64 bit,Home Single Language,Windows 10,Nhôm,Nhựa,296.9,2 quạt,14.7,Bản lề đôi,1.32,Nhôm,208,Nhựa,Dell XPS,70231343,12 Tháng,Trung Quốc,2020,"Sạc, sách HDSD"
Dell Vostro V5402 i7 1165G7,dell-vostro-v5402-i7-1165g7,25590000.0,1.30 GHz,Core i7,4 GT/s,1165G7,3.90 GHz,Intel,8 MB Smart Cache,Intel Core i7-1165G7,8,4,16 GB,DDR4,2,3200 MHz,32 GB,0,16 GB DDR4 3200 MHz,1,Không,Anti-glare LED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Không,WVA,"14.0"" Anti-glare LED-backlit",600:1,300 nits,16:10,72% NTSC,LED,GeForce MX230 2GB,GeForce Series,Có,Có,Intel,Iris Plus,MX330,1100 MHz,Đang cập nhật,Intel Iris Plus Graphics,Đang cập nhật,Đang cập nhật,Iris Plus Graphics,2 GB,GDDR5,NVIDIA,NVIDIA GeForce MX330 2 GB,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,Không,2280,M2. PCIe,Không,Có,MicroSD,v5.1,1,1,0,802.11 ac,1,0,RGB HD Camera,1,1,2,0,1,FingerPrint,Realtek High Definition Audio,2,Không,Có,Có,Không,Không,Không,Đơn sắc,Backlit Keyboard,Multi-touch touchpad,LED,Đang cập nhật,Không,Lithium-ion,3 Cell,65 W,64 bit,Home Single Language,Windows 10,Nhôm,Nhựa,322,1 quạt,16.4,Bản lề đôi,1.41,Nhựa,216,Nhựa,Dell Vostro,70231338,12 Tháng,Trung Quốc,2020,"Sạc, sách HDSD"
MSI Gaming GF63-1218VN/Core i5-10300H,msi-gaming-gf63-1218vn-i5-10300h,20490000.0,2.50 GHz,Core i5,8 GT/s,10300H,4.50 GHz,Intel,8 MB Smart Cache,Intel Core i5-10300H,8,4,8 GB,DDR4,2,2666 MHz,64 GB,0,8 GB DDR4 2666 MHz,1,Không,"IPS LCD LED Backlit, True Tone","15.6""",1920 x 1080 Pixel,144 Hz,Không,IPS,"15.6"" Anti-glare LED-backlit",Đang cập nhật,300 nits,16:09,45% NTSC,LED,GeForce GTX 1650 4GB,GeForce Series,Có,Có,Intel,UHD,GTX 1650,Đang cập nhật,350 MHz,Intel UHD Graphics,Đang cập nhật,Đang cập nhật,UHD Graphics,4 GB,GDDR6,NVIDIA,NVIDIA GeForce GTX 1650 4 GB,2,3500 Mb/s,Không,Có,1,Không,SSD 512 GB,512 GB,Không,2280,M.2 SATA 3,Không,Không,Không,v5.0,1,1,0,802.11 a/b/g,2,0,HD Web Camera,1,0,4,0,0,Không,HD Audio,2,Không,Không,Có,Không,Không,Không,Đơn sắc,Backlit Keyboard,Multi-touch touchpad,LED,Red,Không,Lithium-Polymer,3 Cell,Đang cập nhật,64 bit,Home Single Language,Windows 10,Nhôm,Nhựa,359,Cooler Boost,21.7,Mở rộng đến 135 độ,1.86,Nhôm,245,Nhôm,MSI GF,GF6310SCXR1218VN,12 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
HP Pavilion Gaming 15 dk1086TX i7 10750H,hp-pavilion-gaming-15-dk1086tx-i7-10750h,27990000.0,2.60 GHz,Core i7,8 GT/s,10750H,5.00 GHz,Intel,12 MB Smart Cache,Intel Core i7-10750H,12,6,8 GB,DDR4,2,2933 MHz,32 GB,0,8 GB DDR4 2933 MHz,1,Không,Anti-glare LED-backlit,"15.6""",1920 x 1080 Pixel,144 Hz,Không,IPS,"15.6"" Anti-glare LED-backlit",Đang cập nhật,250 nits,16:09,45% NTSC,LED,Gefore 1650Ti 4GB,GeForce Series,Có,Có,Intel,UHD,GTX 1650Ti,Đang cập nhật,Đang cập nhật,Intel UHD Graphics,Đang cập nhật,Đang cập nhật,UHD Graphics,4 GB,GDDR6,NVIDIA,NVIDIA GeForce GTX 1650Ti 4 GB,2,Đang cập nhật,Không,Có,1,Không,SSD 512 GB,512 GB,SATA 3,2280,M2. PCIe,Không,Đang cập nhật,"Multi-in-1 card reader, supporting: SD card",v5.0,1,1,0,802.11 ax Wi-Fi 6,1,0,HD Web Camera,1,1,3,0,1,Không,Audio by B&O,2,Không,Không,Có,Không,Không,Có,Đơn sắc,Backlit Chiclet Keyboard,Hỗ trợ cử chỉ đa cảm ứng,LED,Xanh axit,Không,Lithium-Polymer,3 Cell,150 W,64 bit,Home Single Language,Windows 10,Nhựa,Nhựa,360,2 quạt,23.4,Bản lề đơn,2.23,Nhựa,256,Nhựa,HP Pavilion,206R3PA,12 Tháng,Trung Quốc,2020,"Sạc, sách HDSD"
Dell Inspiron N5490 i5 10210U,dell-inspiron-n5490-i5-10210u,20990000.0,1.60 GHz,Core i5,4 GT/s,10210U,4.20 GHz,Intel,6 MB Cache,Intel Core i5-10210U,8,4,8 GB,Đang cập nhật,1,2666 MHz,20 GB,1,8 GB DDR4 2666 MHz,0,Không,Anti-glare LED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Không,TFT,"14.0"" Anti-glare LED-backlit",Đang cập nhật,Đang cập nhật,16:09,Đang cập nhật,LED,GeForce MX230 2GB,GeForce Series,Có,Có,Intel,630,230,1500 MHz,Intel HD Graphics 630,Intel HD Graphics 630,1500 MHz,1500 MHz,UHD Graphics,2 GB,DDR5,NVIDIA,NVIDIA GeForce MX230 2 GB,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,SATA 3,2280,M2. PCIe,Không,Không,có SD-card,v5.0,1,1,0,802.11 ac,1,1,HD Web Camera,1,1,2,Đang cập nhật,1,Không,Realtek High Definition Audio,1,Không,Không,Có,Không,Không,Không,Không,Chiclet Keyboard,2-button Mylar surface multi-touch touchpad,LED,Không,Không,Lithium-ion,3 Cell,42 W,64 bit,Đang cập nhật,Windows 10,Kim loại và nhựa,Nhựa,319,1 quạt,19,Bản lề đôi,1.12,Nhựa,210.6,Nhựa,Dell Inspiron,FMKJV11,12 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD"
MSI Gaming Bravo15 A4DCR-270VN/R5-4600H,msi-bravo-15-a4dcr-270vn-r5-4600h,18690000.0,3.00 GHz,Ryzen 5,Đang cập nhật,4600H,4.00 GHz,AMD,Đang cập nhật,AMD Ryzen 5-4600H,12,6,8 GB,DDR4,2,3200 MHz,64 GB,0,8 GB DDR4 3200 MHz,1,Không,Đang cập nhật,"15.6""",1920 x 1080 Pixel,144 Hz,Không,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,16:09,45% NTSC,LED,AMD Radeon R5300M-3GB DDR6,Radeon Series,Có,Có,AMD,Đang cập nhật,5300M,Đang cập nhật,Đang cập nhật,AMD Radeon Graphics,Đang cập nhật,Không,Đang cập nhật,3 GB,GDDR6,AMD,Không,2,Đang cập nhật,Không,Có,1,Không,SSD 256 GB,256 GB,Không,Đang cập nhật,M2. PCIe,Không,Không,Không,v5.1,1,1,0,Đang cập nhật,2,0,720p FaceTime HD camera,1,Đang cập nhật,2,0,0,Không,Đang cập nhật,2,Không,Không,Có,Không,Không,Không,Đơn sắc,Backlit Keyboard,Multi-touch touchpad,LED,Red,Không,Lithium-Polymer,3 Cell,180 W,64 bit,Home Single Language,Windows 10,Kim loại và nhựa,Kim loại,359,Cooler Boost,21.7,Bản lề đôi,1.96,ABS plastic,254,Kim loại,MSI Bravo,Bravo 15,12 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
Acer Nitro Gaming 5 AN515-55-55E3/i5-10300H,acer-nitro-5-an515-55-55e3-i5-10300h,29990000.0,2.50 GHz,Core i5,8 GT/s,10300H,4.50 GHz,Intel,8 MB Smart Cache,Intel Core i5-10300H,8,4,16 GB,DDR4,2,2933 MHz,32 GB,1,16 GB DDR4 2933 MHz,1,Không,Acer ComfyView LED-backlit,"15.6""",1920 x 1080 Pixel,144 Hz,Không,TFT IPS,"15.6"" Acer ComfyView LED-backlit",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,LED,GeForce RTX 2060 6GB,GeForce Series,Có,Có,Intel,Đang cập nhật,RTX 2060,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,UHD Graphics,6 GB,GDDR6,NVIDIA,NVIDIA GeForce RTX 2060 6 GB,3,Đang cập nhật,Không,Có,2,Không,SSD 512 GB,512 GB,Không,Đang cập nhật,M2. PCIe,Không,Có,Không có,v5.0,1,1,0,802.11 ax Wi-Fi 6,1,0,720p FaceTime HD camera,1,0,2,0,0,Không,Acer TrueHarmony,Đang cập nhật,Không,Không,Không,Không,Không,Có,SRGB,Full-size,Hỗ trợ đa cử chỉ,4,Đang cập nhật,Không,Lithium-ion,4 Cell,Đang cập nhật,64 bit,Home,Windows 10,Nhựa,Nhựa,363.4,2 quạt với 3 ống đồng tản nhiệt,23.9,Đang cập nhật,2.3,Nhựa,255,Nhựa,Acer Nitro,NH.Q7QSV.002,12 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
Dell Vostro V3405 R5 3500U,dell-vostro-v3405-r5-3500u-512gb,14699000.0,2.10 GHz,Ryzen 5,4 GT/s,3500U,3.70 GHz,AMD,4 MB Cache,AMD Ryzen 5-3500U,8,4,8 GB,DDR4,Đang cập nhật,2400 MHz,16 GB,Đang cập nhật,8 GB DDR4 2400 MHz,Đang cập nhật,Không,Anti-glare LED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Không,Đang cập nhật,"14.0"" Anti-glare LED-backlit",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,LED,AMD Radeon Graphics,Không,Không,Có,AMD,Đang cập nhật,Không,Đang cập nhật,Đang cập nhật,AMD Radeon Graphics,Không,Không,Đang cập nhật,Không,Không,Không,Không,Đang cập nhật,Đang cập nhật,Không,Có,Đang cập nhật,Đang cập nhật,SSD 512 GB,512 GB,Đang cập nhật,Đang cập nhật,Không,Không,Đang cập nhật,SD-card reader,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không,Đang cập nhật,Đang cập nhật,Không,Không,Có,Không,Không,Không,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không,Lithium-ion,3 Cell,45 W,Đang cập nhật,Home Single Language,Windows 10,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,1.79,Đang cập nhật,Đang cập nhật,Đang cập nhật,Dell Vostro,V4R53500U003W,12 Tháng,Trung Quốc,2020,"Sạc, sách HDSD"
